YEAR,WATERWAY,SITE,SUBJECT,NB,DATE,DAY_SEP6,MONTH,EGGS_IN_NEST,SUCCESS,FATE,EGG_SURV,EGG_SURV_CAT,EGG_CLUMPS,CHAMB_START,CHAMB_STOP,DEV_STAGE,PIT,SVL,TL,MALE_CLASS,TG,MASS,TOT_LENG_S,CARE_PROP,CARE_FREQ,CARE_MEAN,FAN_PROP,FAN_FREQ,FAN_MEAN,AGIT_PROP,AGIT_FREQ,AGIT_MEAN,TFAN_PROP,TFAN_FREQ,TFAN_MEAN,ROCKTAIL_PROP,ROCKTAIL_FREQ,ROCKTAIL_MEAN,ROCKAG_PROP,ROCKAG_FREQ,ROCKAG_MEAN,WALKAG_PROP,WALKAG_FREQ,WALKAG_MEAN,HEADAG_PROP,HEADAG_FREQ,HEADAG_MEAN,CANN_PROP,CANN_FREQ,CANN_MEAN,PROP_UNKMOT,GUARD_PROP,GUARD_FREQ,GUARD_MEAN,ROCKO2_PROP,ROCKO2_FREQ,ROCKO2_MEAN,POS_CHAMB_PROP,POS_TUN_PROP,POS_OUT_PROP,PROP_NOCARE,PROP_WALK,PROP_SBREATH,PROP_YAWN,PROP_STILL,DEPTH,TEMP,PH,COND,DO,VID_ID
2019,T,L1,T_NB23_2019,23,10/14/2019,38,OCT,263,1,ATTENDED,0.927756654,HIGH,5,15:05:10,20:00:28,LARVAE,9.85E+14,26,40.2,YOUNG,32.5,410,17721.44,0.059,139,7.561546763,0,2,4.833,0.058,136,7.577286765,0,1,2.997,0,1,6.669,0.002,13,3.043,0.049,98,8.835,0.007,25,5.004,0.001,1,10.878,0,0.012,1,208.711,0.002,13,3.212,0.857,0.142,0.001,0.019,0.016,0,0.001,0.922,21,9.7,7.93,66,11.5,GRIFFIN_TIO_L1_NB23_AWVU_10.14.19_DUAL
2019,T,L1,T_NB23_2019,23,10/19/2019,43,OCT,263,1,ATTENDED,0.927756654,HIGH,5,18:12:53,23:09:59,LARVAE,9.85E+14,26,40.2,YOUNG,32.5,410,17829.95,0.312,599,9.282365609,0.036,101,6.357346535,0.237,468,9.010463675,0.018,47,6.996,0.018,54,5.802,0.014,56,4.313,0.042,83,9.075,0.181,329,9.794,0.039,30,23.372,0,0,0,0,0.021,84,4.373,0.635,0.364,0,0.037,0.016,0,0,0.651,29.5,10.5,7.84,56.4,10.71,GRIFFIN_2019_TIO_L1_NB23_10.19.19_AQVU_DUAL
2019,T,L2B,T_NB50_2019,50,9/8/2019,2,SEPT,335,1,ATTENDED,0.188059701,LOW,10,18:22:55,22:55:46,EGGS,9.89E+14,27.7,47,OLD,36.3,645,16375.4,0.219,469,7.66421322,0.034,125,4.476184,0.178,330,8.833909091,0.019,60,5.313,0.015,65,3.704,0.018,105,2.777,0.133,180,12.081,0.027,45,9.976,0.003,5,9.91,0.004,0.027,1,442.693,0,0,0,0.542,0.458,0,0.001,0.001,0,0,0.78,41,22.7,7.89,76.5,7.74,2019_TIO_L2B_NB50_AQVU_9.8.19_DUAL
2019,T,L2B,T_NB50_2019,50,9/10/2019,4,SEPT,335,1,ATTENDED,0.188059701,LOW,10,18:03:43,22:18:00,EGGS,9.89E+14,27.7,47,OLD,36.3,645,15261.35,0.345,784,6.718678571,0.164,468,5.375559829,0.18,311,8.805977492,0.145,399,5.565,0.019,69,4.282,0.028,123,3.49,0.139,170,12.437,0.013,18,10.839,0.001,5,2.605,0,0.126,4,482.354,0,0,0,0.715,0.279,0.006,0.006,0.006,0,0,0.649,39.5,23.1,7.61,84.3,7.55,2019_TIO_L2B_NB50_9.10.19_AQVU_DUAL
2019,T,L2B,T_NB50_2019,50,9/30/2019,24,SEPT,335,1,ATTENDED,0.188059701,LOW,10,17:57:37,21:57:26,EGGS,9.89E+14,27.7,47,OLD,36.3,645,14392,0.181,466,5.612697425,0.039,143,3.970881119,0.132,315,6.04895873,0.039,143,3.971,0,0,0,0.019,148,1.835,0.097,136,10.276,0.016,31,7.623,0.01,8,17.782,0,0.131,6,313.44,0,0,0,0.692,0.308,0,0.009,0.009,0,0,0.81,30,18.3,8.04,86,8.88,2019_TIO_L2B_NB50_AQVU_9.30.19_DUAL
2019,T,L2B,T_NB50_2019,50,10/3/2019,27,OCT,335,1,ATTENDED,0.188059701,LOW,10,16:46:36,21:41:43,HATCH,9.89E+14,27.7,47,OLD,36.3,645,17710.43,0.184,430,7.577765116,0.062,232,4.735926724,0.101,174,10.27695402,0.06,223,4.733,0.002,9,4.808,0.001,8,1.813,0.077,131,10.47,0.023,35,11.487,0.021,24,15.48,0,0.131,4,579.559,0.001,8,1.999,0.691,0.309,0,0.006,0.005,0,0,0.81,42,20.3,7.9,88.2,8.4,2019_TIO_L2B_NB50_10.3.19_AQVU_DUAL
2019,T,L2B,T_NB50_2019,50,10/5/2019,29,OCT,335,1,ATTENDED,0.188059701,LOW,10,14:38:07,18:53:37,HATCH,9.89E+14,27.7,47,OLD,36.3,645,15333.73,0.033,59,8.322762712,0,0,0,0.033,59,8.322762712,0,0,0,0,0,0,0.002,10,2.451,0.03,47,9.634,0.001,2,6.875,0,0,0,0,0,0,0,0,1,1.748,1,0,0,0,0,0,0,0.967,38,13.9,8.26,76.4,10.28,2019_TIO_L2B_NB50_AQVU_10.5.19_DUAL
2019,T,L2B,T_NB50_2019,50,10/8/2019,32,OCT,335,1,ATTENDED,0.188059701,LOW,10,17:00:05,21:58:20,HATCH,9.89E+14,27.7,47,OLD,36.3,645,17898.82,0.057,282,3.659411348,0.033,177,3.384937853,0.024,105,4.122095238,0.033,177,3.385,0,0,0,0.009,66,2.542,0.015,39,6.796,0,0,0,0,0,0,0,0,0,0,0.001,15,1.733,0.94,0.06,0,0.003,0.002,0,0,0.94,41.5,16.9,8.13,69.4,10.2,2019_TIO_L2B_NB50_AQVU_10.8.19_CHAMBERONLY
2019,T,L2B,T_NB50_2019,50,10/12/2019,36,OCT,335,1,ATTENDED,0.188059701,LOW,10,13:58:09,18:32:43,LARVAE,9.89E+14,27.7,47,OLD,36.3,645,16477.52,0.033,69,7.939463768,0,0,0,0.033,69,7.939463768,0,0,0,0,0,0,0.003,18,2.403,0.03,49,10.175,0,2,2.999,0,0,0,0,0,0,0,0.001,4,4.312,0.923,0.077,0,0.005,0.004,0,0,0.962,33,9.5,8.17,65.7,10.75,2019_TIO_L2B_NB50_AQVU_10.12.19_CHAMBERONLY
2019,T,L2B,T_NB50_2019,50,10/18/2019,42,OCT,335,1,ATTENDED,0.188059701,LOW,10,17:14:32,21:30:27,LARVAE,9.89E+14,27.7,47,OLD,36.3,645,15358.63,0.021,67,4.716059701,0.013,46,4.260782609,0.008,21,5.713333333,0.008,30,4.2,0.005,16,4.375,0.001,6,2.54,0.007,15,6.983,0,0,0,0,0,0,0,0,0,0,0.004,21,3.191,0.805,0.195,0,0.011,0.007,0,0,0.968,48.5,10.3,7.88,49.2,11.05,2019_TIO_L2B_NB50_AQVU_10.18.19_DUAL
